id,role,grade
cf7263d9-5fc2-46cf-846b-862e762c714e,Staff,10
e01522a3-0373-4ed2-9330-af3c86c2b388,Employee,15
b2b81179-59de-4f41-b61d-d61efe6d0931,Assistant_Manger,17
72708be7-b76e-42b4-b3a4-186f5378ff4f,Employee,15
4831d10f-31a5-4ea3-93d5-c6135b05c78f,Worker,13
84089405-9ccd-4406-a413-f72efd8f2091,Staff,10
c057e417-256f-4bc6-abe0-000d598557b7,Employee,15
9ebbe433-5ac0-4f5c-83bb-609fea585e60,Assistant_Manger,17
5c906640-d193-402e-9d67-814441f57236,Assistant_Manger,17
97a260f0-948d-4a14-bc3e-41f0aaaf566f,Manager,19
2b8e2ce8-9031-480b-83df-551b48dd4541,Staff,10
b2983f4e-e952-4a1d-88a8-34b3fe7ef9db,Staff,10
410468f3-cd12-4034-810f-6db3bd7f92d5,Staff,10
500378f6-bdad-4756-a673-1210853d240e,Employee,15
2e487031-380b-4192-9165-1f0f2f71adab,Manager,19
3e96407b-6c9a-4dd7-97bc-2e3ee4e1e3dc,Employee,15
1cf3f90d-4c3c-4cbb-8b53-b5f3ccf302a5,Manager,19
864bc0b4-c220-42e5-9bde-17b3a46de2a2,Worker,13
a02cf17c-3c39-4667-b7fd-1d23399d9e5b,Employee,15
f2787b19-8fd9-48c5-a824-eacfb4b83c4e,Worker,13
5c64f1df-e896-4db5-87a5-74e0b8e03f96,Manager,19
10798e88-cd0b-463d-a301-9f32b35c6466,Worker,13
c1738545-43a9-420e-b998-39501a5fe47a,Staff,10
7fe2be1f-6757-4910-9916-f71f3f35b534,Staff,10
7c6636a1-6ee1-4c71-94ac-bae8156b5a26,Staff,10
575e5ce3-da09-4267-8efe-ab8f92f14099,Employee,15
3d24885a-c8aa-4e25-bb1e-23d57e0b5987,Employee,15
5fbee015-46c7-4316-8844-ee7cef55b0cf,Employee,15
4761a8f2-f28b-4606-af2b-85ce99f7274a,Employee,15
69f90e18-312b-423a-aa74-143ce75b4923,Staff,10
da40f79b-e8b7-40cd-9aa4-c6b431a7b7ae,Staff,10
35854490-044d-4f5f-884d-41e0aee03c0e,Assistant_Manger,17
d161bdd0-3977-4a5d-a495-369f79c90b7b,Worker,13
a3b1a1f2-4610-445b-a3ea-6c8704a8db23,Employee,15
6976ff7d-d7bc-4bd4-a782-d9784a0a660c,Assistant_Manger,17
12d1a2c0-8c86-43b2-ab0f-d2e4164e9097,Staff,10
9a0b93e8-5963-4298-b589-9b03aeacc6fd,Assistant_Manger,17
44096a9b-bbc1-4b3e-9536-8c20decb554b,Staff,10
3774f6ff-9bed-4d5e-9988-63f42a49e95b,Staff,10
74310887-bd00-4a0d-b349-8c614d2f2d36,Manager,19
6b464136-b72b-4aad-9540-fc741f9bffcd,Staff,10
72fff033-3578-4079-8b7c-97f6e355c12b,Manager,19
15621346-1692-43ff-8672-d3f1c7a5e2a2,Employee,15
7f09b3da-47c9-4096-b0a2-a48d202f4a55,Worker,13
799449dd-2a5d-46fa-b838-92ca7edf19d1,Staff,10
b99a8c76-9471-4332-a776-0bef45d07132,Employee,15
43decf8f-95df-41f2-83fd-3bf23c719d64,Employee,15
6276d1b7-cdbd-426a-90e7-fd3a540bef41,Assistant_Manger,17
07721cca-d1dc-47f7-b9bc-d89e08e77f7d,Staff,10
db90529b-bdf9-4be1-b1e0-6cf969810a64,Employee,15
d2c3df98-95de-450e-a228-a1132beb3c44,Staff,10
a157bef6-99e2-41e8-85f6-8d90d3d01d31,Worker,13
bc8671da-78f5-4059-8525-256d3f90f79b,Manager,19
1d3deb9d-fdc2-4525-aa9a-d120d9f32df0,Staff,10
fc3dd55e-5133-469e-bcaf-8c499d30a22e,Employee,15
6370bafb-28df-495c-89f1-d97bc5e676bf,Employee,15
f6012c8e-84bf-4177-93e9-069c8a759a50,Manager,19
0db2c528-ace6-439a-b039-2574b05c9df2,Manager,19
d57eb39d-98a3-4134-b96c-1c89e3a989d8,Worker,13
5f77e89a-3ad3-4c4c-b5b4-571373b64a5b,Worker,13
55c0c08b-35b0-4405-88a3-318ebf3ec307,Employee,15
68e808c4-429d-4d3a-8aa7-cd2203a27eb6,Manager,19
b613ba65-5ff3-4f72-93b3-33bf7afe836e,Employee,15
18ec6fc0-30bb-44a5-8942-27d737dc1cc4,Worker,13
83a94e6d-3be6-4f7d-8274-61789d5d3553,Worker,13
e56fae71-0100-446f-be13-601aa6be9c16,Staff,10
840da19f-dc0b-4c91-8e94-b8abc696518b,Staff,10
9ac709f6-ef80-4e00-9def-ae0f5f0c54b5,Assistant_Manger,17
fbdb85ec-ba6c-4a37-97b9-b487e9354618,Worker,13
79841681-3546-47ca-b65d-0f094c8ac2ef,Employee,15
d496bc46-8b1a-4a9e-9627-89a78e7974b2,Staff,10
f2e2fe8f-083f-4a71-8559-51f3808c8122,Employee,15
41456752-3e19-4cac-a6b4-f503212c0ead,Employee,15
e81d55bd-32a2-40ed-9340-4c30289c0dd8,Staff,10
e55f3529-cc21-40d8-b1a1-9a3228ce4772,Worker,13
e0b4d6da-98e1-4b49-9e2a-a7492dfbe898,Staff,10
ed103353-0a19-4fd6-b045-b661696e459d,Assistant_Manger,17
f2a2fe80-d732-4494-854e-c98e37865750,Manager,19
872a6adf-b611-48c8-89a2-72e318bd3ffa,Assistant_Manger,17
fb4c3f95-2453-4c49-8a24-b49a244b4ccb,Assistant_Manger,17
9ffea576-19c2-421c-8c4f-f6459283abe8,Worker,13
f897e58a-7399-4a5a-8ba3-ae8fafcf9520,Assistant_Manger,17
96490408-2ac5-46ef-ba99-9d887ad2429c,Employee,15
2bb69f2c-58f9-4815-b74d-ad38966e68a8,Worker,13
6a488a93-eb93-44bf-ae09-9bb415428e3d,Employee,15
cc7bcc14-67f9-4436-8613-7004837c4cf2,Worker,13
b8d1e602-c07f-4d18-9c5f-758e3c1bb2e7,Employee,15
54cf0182-8ec7-45c2-84ea-b44f9316d4ca,Assistant_Manger,17
828fe9e9-3fdd-44a1-9f8b-f663094c1eab,Staff,10
c7efe143-2cf6-42d7-904b-6da553472ba8,Employee,15
d19c6cb2-ce14-4f55-8e70-f2484c044cbd,Staff,10
85f21337-c2b0-4caa-9c70-5cd2ef333bbf,Manager,19
0ded34aa-48e4-4748-b32e-2f54a79023b2,Employee,15
cb33ba42-98ce-49af-a0e4-edffbd05751e,Manager,19
e3f32294-2e75-4835-825d-a7f520c8736c,Employee,15
680cc952-0734-4abe-b43d-ca678c37349d,Assistant_Manger,17
8193884f-ab63-41c2-9fd2-386818205352,Worker,13
ec1b79e6-692b-401c-a6d0-b6ab3d76049f,Staff,10
d8ddd6f7-f2a5-4e6d-8b39-9ee5a34fd6dc,Worker,13
471098ac-7245-44f4-a900-260112cc1856,Employee,15
5bc19d24-8087-4c29-be17-466b6ee1a18f,Worker,13
a892afdd-1646-4a3a-b7ab-8b559381ebee,Employee,15
a0bf254a-78c8-412c-a182-e3baea0e0c54,Worker,13
52035f1e-564c-44f1-9fb5-58ddeb4fa4a2,Staff,10
cfdc985b-e939-49d2-972f-6c2803205160,Manager,19
cbeafd8d-93b1-467d-9f16-7c77616ae060,Assistant_Manger,17
8a652943-16b7-482e-a9e6-838c27d26bd9,Staff,10
57d2f28f-5e84-4bcd-ab2c-353a3dfbcd85,Manager,19
17d349eb-d347-4196-9c3a-4890888c2503,Assistant_Manger,17
280b505b-b74c-4906-a999-6e994ced8ce4,Employee,15
b30fa956-2f28-47a3-9139-e85f26121aae,Worker,13
3269d9b8-2df8-498f-902e-c822eab33ea2,Staff,10
834da9fa-b901-4c9d-82c6-ffd4e4625569,Manager,19
d6282482-3fe5-40cd-b6c5-47f42e373393,Assistant_Manger,17
c91b58c3-d405-4640-9045-69a3188d0804,Staff,10
6665b1d5-bcde-48bf-b5e9-0d4cbfedd991,Staff,10
fb26a24e-6d91-4097-ac86-b762d0630f95,Manager,19
a7821a6d-62b7-40e7-ad42-d725cbe30895,Assistant_Manger,17
f644f038-7c00-44b5-bbde-4f27cdaf5461,Employee,15
c7cd5427-8ec7-4417-84b2-3831368aa965,Manager,19
54371c8f-0353-42f5-9721-d9fdb78e4746,Staff,10
19b43573-7227-435f-b61b-8ed96601f389,Manager,19
10a56555-40bc-41b0-85c9-0babaf550964,Manager,19
bdc06eee-d95f-40a0-bc69-d249cabc2505,Assistant_Manger,17
5e81826d-5869-40ed-88f3-7785f6d3c1e5,Employee,15
3b64a8d9-de47-46b9-b66c-c95f33742fa0,Manager,19
c6bc2de9-1963-4ea5-8519-48dc94f67c74,Worker,13
dce072be-cf7f-45e1-89ed-2f9fc42ad352,Worker,13
fa72a16e-d4ae-40b3-8965-4911d8e0dbae,Assistant_Manger,17
ff5c9947-404b-4578-b5ec-6927f3e4c549,Assistant_Manger,17
41c1c616-0d1d-42a2-a75c-0b5adf4d0fdb,Worker,13
25cbce3d-1387-4ee4-a348-f7b08f2c8f84,Assistant_Manger,17
1c3cfa48-b9a7-4d50-bce5-ce9811ca3197,Worker,13
f59b2f53-8e80-4c12-98ea-3d6c8df30e16,Staff,10
d47b55f9-2ccc-4ccb-8b39-e5eb4965b486,Assistant_Manger,17
6cbe77f8-a344-485a-b2e8-22398206a7b2,Employee,15
c201c19e-5a6f-43e3-98a7-06558e3b115b,Manager,19
3c6d01ec-3308-4740-b589-ba9022118d72,Employee,15
c016a579-804a-443a-aa9f-43eda25771e6,Assistant_Manger,17
b0193d17-50cc-4258-be4c-ca96df489291,Staff,10
ee0156cd-1c75-417e-b5a7-1d65f73e822d,Manager,19
e0cc7e9b-4652-4db8-a2f1-1da15c0a89a4,Worker,13
5238ed76-ff0f-4bab-bde1-d76b295d257c,Assistant_Manger,17
cce70cf4-2e9a-4be5-9e9b-15966e0cf20d,Assistant_Manger,17
76a2f03d-8ef0-454e-8417-0b04f4d69e52,Worker,13
f37e9414-2d6d-4713-86ee-7b16a0d84c18,Manager,19
9f7528f3-69bf-4075-af00-293ffff4ee77,Staff,10
d0d902f5-4367-47ca-b1ed-77cc4c5b5245,Manager,19
e176cec5-501f-45a6-b8d1-7fd15219d4c7,Employee,15
fd6f77f8-2fe5-49e3-aa97-43fa49b70c4e,Staff,10
b85ebcd4-5476-41e1-b2a4-74962f608cbf,Manager,19
ecd86df9-8930-4df5-acae-8cbc2eb1fddc,Employee,15
43741484-22ab-4cf4-b8dd-599d608cf97d,Manager,19
dc95264d-1a78-47c7-bf65-b41a7718e6bf,Assistant_Manger,17
e0fe7591-789b-41af-aa98-c76ad9937d44,Assistant_Manger,17
d9665a0f-1cd9-42ee-ba0c-3be4cddbc2fb,Worker,13
4ddbfa27-8166-4771-a1c8-ac300fb4b759,Worker,13
6c99a6fe-87e7-40f6-a122-a81915f9b0f1,Manager,19
73536197-e88a-45d9-8a8f-604c0ad998b8,Manager,19
54dcd91a-5acc-4097-bd33-fc2ec5025d99,Employee,15
226ba35b-efaa-4055-acc8-04c1e43d4582,Staff,10
e008f8a6-6234-434a-a98d-6892c8516c07,Manager,19
ce01d113-d9fe-4436-850c-66f2306af65e,Worker,13
9be7823f-a49c-4cc4-9c8a-5de085b25356,Worker,13
55a2d911-6322-4f76-84d3-9f493202c615,Staff,10
f8318572-4fcb-454d-8fd9-a304421328d4,Assistant_Manger,17
ec609e2d-5e1b-42f4-ac1b-5f4b00f5fcec,Employee,15
fbd3c20e-729b-4b70-b6ca-9c3f37bef2a2,Manager,19
9e60da5b-bb96-44a6-9d0d-eece6c3754af,Staff,10
eb38f836-5792-46c4-8cc8-27bfce05d020,Worker,13
93f392a5-58ba-494b-9617-f3a63f097243,Worker,13
8b349435-57d4-47a5-8249-a8b5df5c87b7,Assistant_Manger,17
17961efb-728e-4b58-aba6-4bd77c4ccc79,Manager,19
d4f699ee-82b5-4d48-90f3-2a59934cc0cc,Manager,19
f529128f-c14a-4b0d-a388-c3c2cbef7034,Employee,15
6beae0b6-8c95-4570-8d8c-1afba6348803,Staff,10
a32ddc51-2d69-419a-89ce-284118ecbd4d,Assistant_Manger,17
321d2868-735c-4ae1-b18b-5decf8441eb1,Staff,10
41005858-8c38-433e-a5dd-90f032fb69d3,Employee,15
2c85dd6f-d252-4680-9a5b-7d682d7fdb1e,Manager,19
19b9fa4b-ea5e-4976-a9e0-926b37e99af8,Employee,15
2754fbf1-9e0b-4516-8e21-6acc6924ed9b,Employee,15
12e7685e-5f89-4c7d-a22e-753c5c4d6623,Employee,15
7dc52030-a664-4b4d-aaa1-8a50630724d4,Staff,10
3fbed94f-e554-48ce-808b-6a35f67b96b8,Worker,13
31114f7e-375c-4bbb-ab52-d3e6b92a6776,Employee,15
19891103-7e0e-44bd-9afd-d386239131ea,Staff,10
6cb07a6c-b946-4deb-92cd-0f958ec2df57,Worker,13
a6d859fc-37c6-4ca5-8bd6-6ff1ea25d276,Employee,15
35b18d2a-9002-4eb1-bd7e-96ef535cedc8,Manager,19
47cebe5e-ff0d-4e71-8626-1df2bd695bd1,Staff,10
a4268f63-978d-4273-96e3-2ce70b525eb6,Staff,10
98193831-7715-4001-8863-80bc63756bfd,Worker,13
8cfcc45c-53d4-4541-9f66-58381d9b2fb2,Staff,10
cf0ad7df-1c12-46f3-8ca2-18efbdb71afc,Worker,13
8e0b1eef-e582-499a-9d5b-c855442da70c,Manager,19
6d591077-37ab-4a66-8c17-60322f339970,Staff,10
49ef8eb4-9f69-4a56-b037-ff61d7f866a0,Staff,10
9c6e22ef-5745-40ec-8737-a1028b65290e,Staff,10
a502bcf9-096a-4884-9819-570a91cd7770,Assistant_Manger,17
8b3ef22e-ec57-4f74-86e4-e1bec7683111,Worker,13
dedab943-aabf-4baf-89a7-9ee6b8f61207,Staff,10
3bf31d95-35b8-482c-96a2-0f84047cc5e8,Assistant_Manger,17
e30a7afc-d81e-439c-987c-bb5e9e16d001,Assistant_Manger,17
aecd1045-10ad-459e-9cbc-56414a4dda5b,Manager,19
42f417ef-4234-4e19-9dc6-95a3cc3d4a57,Assistant_Manger,17
37702d34-f697-42d6-86a3-c6d2b4cfa043,Assistant_Manger,17
904be736-49a8-4a44-8adb-c49e6e93c225,Employee,15
b4725be3-ddb7-417d-963d-158e8d058138,Employee,15
4d07f554-c91c-4b4a-9624-4f568a074ac3,Employee,15
1d3f0b82-3b42-4cfd-ae70-65258ea5d753,Employee,15
700bf08c-0105-4cc8-969d-5629879e0e16,Assistant_Manger,17
9d91063d-7dce-4e19-9243-322ae9c200e1,Manager,19
e982c4e0-6253-4ac2-911e-67b934f75c90,Manager,19
1a829dfa-67e6-4277-9451-97c0fef51ef4,Employee,15
5cfd240c-b305-4250-bf75-17fd5819aeda,Manager,19
65b9c198-edf9-4381-bd01-187352021268,Staff,10
216005b9-8ee1-4035-bce7-46dc5bee1586,Worker,13
2168dc0a-40fe-4db3-b847-7a8d365b1421,Assistant_Manger,17
db3832c1-9a27-439a-af21-60d67db2326d,Worker,13
08acfabe-2271-4448-89d8-ff79aa2fe0aa,Staff,10
6291833c-0057-47bc-8984-c6e475d50ad8,Manager,19
58ed6602-6d30-4a91-860b-58cc3baec0df,Staff,10
43e14b17-9b2f-4b12-a514-2a9b12ca1528,Employee,15
c2e28c3d-e612-4e04-91c3-7df7bcf30ce5,Staff,10
56ea8c04-646f-4f4d-a0c7-6f4aac5015a7,Manager,19
5a1b3feb-dffd-4142-8f31-fd5e2618e485,Assistant_Manger,17
860a0eed-b7e9-4bc6-970c-3414da0cceb1,Manager,19
61572ba7-5454-49d9-a08e-e886e7c83e53,Manager,19
2b6c8295-735b-4348-a3f6-5971a533a0dc,Assistant_Manger,17
c042b259-b972-43b7-8bdd-97c56bbde435,Worker,13
1f65feb5-03c8-4130-8149-89d000db83dc,Staff,10
f616ab13-f831-465c-a0a8-13158096cc14,Manager,19
9790d263-59ef-4dff-8e21-eb9ff14aec95,Assistant_Manger,17
87924d7d-5a2e-4736-b068-7da760f2d056,Manager,19
b7121009-059f-4d90-be2d-193a11293805,Staff,10
0493e34c-0168-49d3-8242-6027d1535c4e,Employee,15
4f7dc627-73b8-44c6-b7b4-1ee86d804eae,Manager,19
0270c08e-0d0c-452c-a309-1caeb96dcbb9,Assistant_Manger,17
b7f2d93a-c071-40e4-be46-8e1307e91cbf,Worker,13
139c0299-c6b9-45d8-add4-7666b8f33285,Manager,19
821419ad-7af0-4814-bd29-67bb9d22e450,Staff,10
9dfa74b2-95b8-4b01-8780-a11d90273157,Worker,13
31c4cc49-9fd9-4e0f-8f6e-107b2d048c97,Assistant_Manger,17
37ac9b0b-81ee-411f-be7c-168af4c210c7,Manager,19
7a2dfef7-fb2f-4dd8-97ca-21c72e4965a4,Employee,15
2e0ed5c4-2206-44a4-b6e5-3146e7f6ac71,Staff,10
b1f03237-2739-4b62-97bd-429bd5a5ddcf,Worker,13
081f91e3-2011-40b6-92bc-38008c716c8b,Manager,19
794a1839-79ae-42b1-9347-50dbedce35a0,Assistant_Manger,17
c7e8cdf8-ed5b-41dd-b582-830fe3766e2b,Manager,19
cb21a230-0439-4bfa-9107-acd3686022a8,Worker,13
9f3b3477-ef67-410c-b0bc-3e73fa6dcb1e,Worker,13
f1935fd2-a9ea-4160-b481-59836e4699db,Worker,13
b28ae1a6-6434-4314-b4fe-11d1fc1f78e0,Staff,10
3b40af96-0897-4b1c-bddc-195912a93727,Manager,19
05b8d093-4cb3-4d45-9f96-5353bcbb4d84,Employee,15
b6175242-d2b4-4e61-858e-db30db0532b4,Staff,10
b700346c-38e7-4788-8f1a-60f08cad0711,Employee,15
e761237b-204a-4db0-90f7-d5fe8607c80a,Worker,13
911320ec-a429-4ee2-a8c4-49914b94e2a4,Staff,10
a15476b2-867e-4ac7-9757-b31254193024,Assistant_Manger,17
f19ea83d-e554-4de6-a0c5-b81947b09bb3,Staff,10
15bc26ba-eba3-48f5-bab7-37baa1a18c86,Employee,15
713e085a-3627-476d-a40a-5f421bc68b28,Manager,19
f1de7b6a-42a3-479e-8877-ab3406bebeff,Worker,13
9ad0e01e-b74b-483f-9649-af112707d2f0,Employee,15
0408b6e1-54d6-4540-b055-e12b92632c2e,Worker,13
3fe76a06-53e2-4d9d-a089-6b2184c19081,Employee,15
85bbe772-8845-4c62-b5f0-3ded363e86df,Staff,10
7c8f3690-e3dc-4612-b547-f747956216ed,Manager,19
258ca8c8-0314-4260-a88a-f86c79fa7f3a,Manager,19
ff20980b-6bc9-4978-b8ad-6b8e14219d56,Staff,10
e7d8e591-8af1-49e7-b7be-8dfc83be6824,Worker,13
898027f6-a6af-42f5-973c-ec24667adfaf,Assistant_Manger,17
d28c5187-a48b-4da3-92fe-2f3f8aec5d37,Assistant_Manger,17
aa5a3f42-d26a-430f-9d4f-7d8054105968,Worker,13
8441301c-841c-4462-8952-0b7d92475ec5,Assistant_Manger,17
3ac9ac8e-af8d-4fa3-a470-660dfd712fa1,Assistant_Manger,17
70af247b-ffda-4dd6-b396-a7dc5d295e54,Employee,15
828d2909-e243-4870-a8e1-d34924714c63,Employee,15
5a1084fc-73f4-400e-9b80-409cd0c75977,Assistant_Manger,17
eacda491-719d-4a5a-b001-997bd15c640c,Manager,19
8d7dcef5-17e7-452b-9d0b-1bdff3910d9a,Manager,19
091b1e42-49ae-4dce-b260-6952303913b8,Employee,15
c85965d1-cef1-40dd-b230-75b521709317,Employee,15
aee31b86-b2c2-4874-bad0-6ba1c39d3789,Assistant_Manger,17
02283a18-ba82-4bf7-a8bb-804e33cdf9bc,Employee,15
f5129786-34a7-43b0-a491-889e59a7f742,Assistant_Manger,17
6e37fef9-fae2-42b3-b8ec-8dd428c048b7,Worker,13
923928c2-d3b7-43c5-980f-66167151d1ea,Employee,15
cad0ee81-33e1-460b-baa1-ae2af68d5363,Manager,19
b75b7a82-730b-4367-b783-8ce7342b48a2,Worker,13
cc95e4b5-44b3-4c1e-9ebe-3611c6e95cbf,Worker,13
e26b2c0c-f144-4de8-b25c-4bdfb1c2b483,Assistant_Manger,17
93ccadff-9747-4212-a162-803b796836a2,Worker,13
11b61422-3446-499b-bd54-089ea3d35a9b,Assistant_Manger,17
db346e9d-c9a8-4b4e-8b00-58954a979350,Manager,19
951732db-460e-4835-8a89-4fa4bd09af97,Staff,10
fadaf326-c9c2-4277-a8fa-02a28d5627a0,Worker,13
2763fc83-a333-4233-aefd-b812fdc8181a,Staff,10
456ab596-b450-4a9e-a486-0ec04d02f063,Worker,13
be28cd67-f8de-4b69-88d9-03ff4b7876ec,Employee,15
59bb8bf5-29d8-4e0e-bbba-2c1bc7cfe569,Assistant_Manger,17
94be2fc7-7ad1-42f4-9a4b-4b4f6d1e3f20,Manager,19
48e38455-23c8-4108-bf46-28c737938843,Staff,10
33b81fc1-e5a3-4b0b-91c7-e7166d1c54a8,Worker,13
d5468abd-efb4-4a99-b15f-e969834e8468,Manager,19
05066374-0b69-402b-b912-2f6a4ab119c9,Staff,10
e15a2541-7a4e-44c9-969b-2e6773fc3591,Worker,13
862378aa-62a1-4fb8-9c9d-de84591fd20f,Assistant_Manger,17
bb7ee55a-10b4-4bed-993d-17d3e0e65bc1,Worker,13
3d68e289-a315-4d0f-a484-084cf05bb629,Employee,15
a60b0292-d214-4968-88cc-512f63361a6e,Employee,15
015ad720-1e45-4e4b-afcc-0e3e550e26d2,Worker,13
33f70ead-a43e-46ef-9379-38f7871e7431,Staff,10
73145386-d4a8-42af-aa71-48687dc0a266,Assistant_Manger,17
4f16b4a3-9300-491e-8bb4-521225503f28,Worker,13
e9eedc9d-ba30-408b-8933-173b1ba7d6c5,Staff,10
889d5d58-b81f-467e-9043-f9222184b8ec,Staff,10
f85d5959-c6b9-42dd-91f4-3ad799beddab,Employee,15
344fac0b-f6f4-480c-b643-98cdaa3e0db9,Employee,15
ad36ebb4-f19c-47e4-ab85-24d15765e439,Worker,13
364e6a6e-8cd6-4b0e-8177-a57bf321f1c1,Worker,13
58fe34c3-c8a4-4f13-ab99-a2b5ffa8b0be,Assistant_Manger,17
8121f9cb-e2ed-4a06-82c0-68fc39305458,Employee,15
693e1e0a-c903-48e7-a239-0f2bf949980f,Manager,19
dd1f7f66-06a9-42f8-bb32-070322f309e0,Assistant_Manger,17
e3d3f739-879c-423b-9207-fb4e77ea2488,Staff,10
a859813b-a033-42a0-a282-ee480ff8c569,Worker,13
c79e8838-99fc-4c88-b11d-b5f5da0b79af,Employee,15
4f8720f2-febe-4b2c-bf90-8cb5948c39cd,Worker,13
05a58749-26e2-4f97-81d6-b3e75391e0d5,Staff,10
3b016678-3848-4e26-9eb0-2a72f0803330,Manager,19
ab7f94ed-5f2a-4907-8994-54d6a911af90,Worker,13
e6135ca6-a076-416b-b173-be2cbc589c12,Assistant_Manger,17
35a6b1e7-fef8-4622-809d-c4d195f1765b,Employee,15
e67d2d7a-6f50-4031-8de5-37165ae6773b,Employee,15
fb818db8-0d4f-47d6-85fb-70e837ebd722,Employee,15
b12346a7-507d-45f3-9efb-7e486d9bbacb,Employee,15
1a5a47ea-a56a-4e46-88da-86b0bf890dc5,Employee,15
55796f76-1197-4f4f-8760-58ec9984a13c,Employee,15
f4d978c8-14c3-43d2-9db9-26f19f1aa385,Worker,13
e23ab20a-4c0a-4c18-bf6f-365f3727f26e,Worker,13
dac3edda-7687-4a5e-b0e1-e9edfdc6b4cb,Manager,19
0940788b-8b56-499a-aebe-66e8252fdf88,Assistant_Manger,17
cd3062aa-08b6-41f2-865b-6e33b99e4d47,Employee,15
499ca6b1-0595-4005-91a1-effa0822cccf,Manager,19
612804b6-7060-4d2d-abd7-fc5a28193475,Manager,19
747c3fdf-4c79-41d5-ba6a-01fc5fc4bb82,Employee,15
493f59d1-28d9-404b-9fd4-a5f2d9790cf2,Manager,19
9eee57a6-45b3-4ae6-9f04-0c2d612e3667,Staff,10
dc766cef-14d6-457a-a3dd-6f2e912d5b2b,Worker,13
874d9a03-f0a0-4f03-92cf-3bbe88b085d9,Assistant_Manger,17
b14871ba-d8ed-4276-9305-c2e8db0e0f70,Assistant_Manger,17
af70fea4-caea-4742-8442-29e05262951d,Assistant_Manger,17
188c62b3-16aa-491c-b121-df97872b374a,Assistant_Manger,17
62199617-0ade-4ae7-81f4-f116c4e15f21,Staff,10
542295bc-c845-4503-a5d6-7c91ef5f1114,Assistant_Manger,17
42f948ae-e9fd-4da8-af08-6de1c957a5f4,Employee,15
147373a6-951e-4f73-89a1-7f4d7a29b1d5,Employee,15
b49990b0-e5fe-40d7-a2c8-9baad61d85f3,Staff,10
1594efdf-70f0-485c-a727-13135d98c35c,Assistant_Manger,17
3aece124-c9c5-4d54-8255-bf52b3fc8064,Employee,15
e469336a-19e9-4f73-9940-90f4e50ff9d6,Worker,13
0141378e-5d64-4022-84ed-eddce28e9a44,Manager,19
348048e1-416a-423a-a4e0-180e282c4f7b,Worker,13
6aa38875-51d8-4448-9500-12d343cb8fd0,Manager,19
f0d68e67-b5e0-4dd7-9d77-e3cf3a7f4434,Manager,19
56cb4d30-de69-412c-b100-3b4cfb469eef,Employee,15
5ff9fdc6-f8f5-4050-875e-c0463e66b87b,Assistant_Manger,17
2d4df2cc-4928-4c81-a23f-9b5a9777e737,Staff,10
844a1afa-faa3-4e90-a576-9fbfb75ddbba,Manager,19
698c5270-36f1-4a44-8639-164064a87c96,Staff,10
be62a244-86a5-4bf7-82ce-fa914416c883,Manager,19
deffe935-cc62-4ddd-a67e-6135e8b40e58,Employee,15
d8841c73-9978-4c93-8af2-269d610e578f,Staff,10
d03ec5da-e668-4252-ab33-c32e07819a24,Assistant_Manger,17
d6cf2611-9260-4401-8dec-8c76ee70c52f,Assistant_Manger,17
5a7cc95f-77a5-48b5-b07f-ae8e8eaffb2f,Employee,15
7c4c0af7-36d0-417b-aad1-4c3b2648b819,Employee,15
660d6946-b593-4fe1-879a-87f851ec67f4,Staff,10
cf6e8000-da60-402d-851f-c5383bbb20d6,Worker,13
2535fe36-9b62-4bc2-800d-110a120d1cab,Worker,13
067cf614-9a37-47e5-a479-e764ee61b82e,Manager,19
b4cf7f43-7296-4cb5-a07a-52d4d6233760,Manager,19
dd512975-447e-4995-af37-ade6b27bba9d,Assistant_Manger,17
66561d73-9cab-46a6-96a8-deae057ad95d,Assistant_Manger,17
103d423a-9aa0-4cb9-86ef-0c366956dcbd,Employee,15
e3baa724-b5cd-4d6d-a453-b461ebc01c72,Manager,19
63b9ba95-7820-4d61-a69d-f3d367fc1f21,Worker,13
581bd879-3451-4da5-ab87-6a6c82128c98,Staff,10
aa23e7df-f485-4cb7-840f-a8cc9acafd35,Staff,10
26476cb0-3020-4b7a-b20d-eba98a556b69,Staff,10
018ec146-61ac-42fc-96a5-faa0186e9e93,Assistant_Manger,17
43afcd32-24ba-42a3-9964-958a8de71aa9,Worker,13
46850890-70af-42c4-b7d6-bd5745657f6f,Employee,15
42eccdcf-c5cd-419c-8dd9-c80bb5647bab,Staff,10
b3cf4069-d4f0-4f6f-9ddf-a4901f8b9ae7,Worker,13
b3ad438e-2b09-4bf3-8317-a5dea6a16892,Employee,15
228d1300-b926-42ab-b0c9-2df4076339a5,Manager,19
6e3c6012-1b13-4c14-831a-0fb8781321ab,Staff,10
1578cb30-43f2-462c-92b9-73da55ba2f72,Assistant_Manger,17
88ddf487-c6b1-4311-825c-4ea593b1957f,Employee,15
b639b6bc-af96-4d30-b4f2-e4aba0df7071,Manager,19
24b9cdcb-3ce3-4aa9-a586-0782f56be197,Employee,15
ebe1b778-ba58-422a-89e4-ab0e58892b80,Manager,19
517697fd-b44f-441a-a3ef-8891c2b33382,Worker,13
b856036a-a296-4fd9-b776-c79eff4be340,Manager,19
da5c786a-ec8e-491e-b36a-475454ec2747,Manager,19
08541f6a-028b-4421-9159-702384ba5bb5,Worker,13
54781e97-8e30-4384-acf1-97c3ebad43d2,Staff,10
61cd0a55-62fa-4222-8d9d-01ad7b44e2df,Employee,15
